latitude,longitude,elevation
33.33459,77.615081,4742.0
33.33459,77.6158,4742.0
33.33459,77.616519,4742.0
33.33459,77.617237,4760.0
33.33459,77.617956,4760.0
33.33459,77.618675,4760.0
33.33459,77.619393,4726.0
33.335308,77.568369,5586.0
33.335308,77.569088,5432.0
33.335308,77.569807,5432.0
33.335308,77.570525,5432.0
33.335308,77.571244,5284.0
33.335308,77.571963,5284.0
33.335308,77.572681,5284.0
33.335308,77.5734,5320.0
33.335308,77.574119,5320.0
33.335308,77.574837,5320.0
33.335308,77.575556,5423.0
33.335308,77.576274,5423.0
33.335308,77.576993,5423.0
33.335308,77.577712,5532.0
33.335308,77.57843,5532.0
33.335308,77.579149,5532.0
33.335308,77.579868,5663.0
33.335308,77.580586,5663.0
33.335308,77.581305,5666.0
33.335308,77.582024,5666.0
33.335308,77.582742,5666.0
33.335308,77.583461,5628.0
33.335308,77.58418,5628.0
33.335308,77.584898,5628.0
33.335308,77.585617,5551.0
33.335308,77.586336,5551.0
33.335308,77.587054,5551.0
33.335308,77.587773,5319.0
33.335308,77.588491,5319.0
33.335308,77.58921,5319.0
33.335308,77.589929,5159.0
33.335308,77.590647,5159.0
33.335308,77.591366,5159.0
33.335308,77.592085,5006.0
33.335308,77.592803,5006.0
33.335308,77.593522,5006.0
33.335308,77.594241,4974.0
33.335308,77.594959,4974.0
33.335308,77.595678,4974.0
33.335308,77.596397,5005.0
33.335308,77.597115,5005.0
33.335308,77.597834,5005.0
33.335308,77.598553,5040.0
33.335308,77.599271,5040.0
33.335308,77.59999,5040.0
33.335308,77.600709,5236.0
33.335308,77.601427,5236.0
33.335308,77.602146,5219.0
33.335308,77.602864,5219.0
33.335308,77.603583,5219.0
33.335308,77.604302,5090.0
33.335308,77.60502,5090.0
33.335308,77.605739,5090.0
33.335308,77.606458,5005.0
33.335308,77.607176,5005.0
33.335308,77.607895,5005.0
33.335308,77.608614,4937.0
33.335308,77.609332,4937.0
33.335308,77.610051,4937.0
33.335308,77.61077,4855.0
33.335308,77.611488,4855.0
33.335308,77.612207,4855.0
33.335308,77.612926,4763.0
33.335308,77.613644,4763.0
33.335308,77.614363,4763.0
33.335308,77.615081,4742.0
33.335308,77.6158,4742.0
33.335308,77.616519,4742.0
33.335308,77.617237,4760.0
33.335308,77.617956,4760.0
33.335308,77.618675,4760.0
33.335308,77.619393,4726.0
33.335308,77.620112,4726.0
33.335308,77.620831,4726.0
33.336027,77.567651,5497.0
33.336027,77.568369,5497.0
33.336027,77.569088,5338.0
33.336027,77.569807,5338.0
33.336027,77.570525,5338.0
33.336027,77.571244,5236.0
33.336027,77.571963,5236.0
33.336027,77.572681,5236.0
33.336027,77.5734,5293.0
33.336027,77.574119,5293.0
33.336027,77.574837,5293.0
33.336027,77.575556,5409.0
33.336027,77.576274,5409.0
33.336027,77.576993,5409.0
33.336027,77.577712,5546.0
33.336027,77.57843,5546.0
33.336027,77.579149,5546.0
33.336027,77.579868,5573.0
33.336027,77.580586,5573.0
33.336027,77.581305,5527.0
33.336027,77.582024,5527.0
33.336027,77.582742,5527.0
33.336027,77.583461,5538.0
33.336027,77.58418,5538.0
33.336027,77.584898,5538.0
33.336027,77.585617,5565.0
33.336027,77.586336,5565.0
33.336027,77.587054,5565.0
33.336027,77.587773,5461.0
33.336027,77.588491,5461.0
33.336027,77.58921,5461.0
33.336027,77.589929,5280.0
33.336027,77.590647,5280.0
33.336027,77.591366,5280.0
33.336027,77.592085,5051.0
33.336027,77.592803,5051.0
33.336027,77.593522,5051.0
33.336027,77.594241,4938.0
33.336027,77.594959,4938.0
33.336027,77.595678,4938.0
33.336027,77.596397,4931.0
33.336027,77.597115,4931.0
33.336027,77.597834,4931.0
33.336027,77.598553,4977.0
33.336027,77.599271,4977.0
33.336027,77.59999,4977.0
33.336027,77.600709,5147.0
33.336027,77.601427,5147.0
33.336027,77.602146,5160.0
33.336027,77.602864,5160.0
33.336027,77.603583,5160.0
33.336027,77.604302,5044.0
33.336027,77.60502,5044.0
33.336027,77.605739,5044.0
33.336027,77.606458,4954.0
33.336027,77.607176,4954.0
33.336027,77.607895,4954.0
33.336027,77.608614,4866.0
33.336027,77.609332,4866.0
33.336027,77.610051,4866.0
33.336027,77.61077,4797.0
33.336027,77.611488,4797.0
33.336027,77.612207,4797.0
33.336027,77.612926,4741.0
33.336027,77.613644,4741.0
33.336027,77.614363,4741.0
33.336027,77.615081,4734.0
33.336027,77.6158,4734.0
33.336027,77.616519,4734.0
33.336027,77.617237,4716.0
33.336027,77.617956,4716.0
33.336027,77.618675,4716.0
33.336027,77.619393,4702.0
33.336027,77.620112,4702.0
33.336027,77.620831,4702.0
33.336027,77.621549,4696.0
33.336746,77.566932,5497.0
33.336746,77.567651,5497.0
33.336746,77.568369,5497.0
33.336746,77.569088,5338.0
33.336746,77.569807,5338.0
33.336746,77.570525,5338.0
33.336746,77.571244,5236.0
33.336746,77.571963,5236.0
33.336746,77.572681,5236.0
33.336746,77.5734,5293.0
33.336746,77.574119,5293.0
33.336746,77.574837,5293.0
33.336746,77.575556,5409.0
33.336746,77.576274,5409.0
33.336746,77.576993,5409.0
33.336746,77.577712,5546.0
33.336746,77.57843,5546.0
33.336746,77.579149,5546.0
33.336746,77.579868,5573.0
33.336746,77.580586,5573.0
33.336746,77.581305,5527.0
33.336746,77.582024,5527.0
33.336746,77.582742,5527.0
33.336746,77.583461,5538.0
33.336746,77.58418,5538.0
33.336746,77.584898,5538.0
33.336746,77.585617,5565.0
33.336746,77.586336,5565.0
33.336746,77.587054,5565.0
33.336746,77.587773,5461.0
33.336746,77.588491,5461.0
33.336746,77.58921,5461.0
33.336746,77.589929,5280.0
33.336746,77.590647,5280.0
33.336746,77.591366,5280.0
33.336746,77.592085,5051.0
33.336746,77.592803,5051.0
33.336746,77.593522,5051.0
33.336746,77.594241,4938.0
33.336746,77.594959,4938.0
33.336746,77.595678,4938.0
33.336746,77.596397,4931.0
33.336746,77.597115,4931.0
33.336746,77.597834,4931.0
33.336746,77.598553,4977.0
33.336746,77.599271,4977.0
33.336746,77.59999,4977.0
33.336746,77.600709,5147.0
33.336746,77.601427,5147.0
33.336746,77.602146,5160.0
33.336746,77.602864,5160.0
33.336746,77.603583,5160.0
33.336746,77.604302,5044.0
33.336746,77.60502,5044.0
33.336746,77.605739,5044.0
33.336746,77.606458,4954.0
33.336746,77.607176,4954.0
33.336746,77.607895,4954.0
33.336746,77.608614,4866.0
33.336746,77.609332,4866.0
33.336746,77.610051,4866.0
33.336746,77.61077,4797.0
33.336746,77.611488,4797.0
33.336746,77.612207,4797.0
33.336746,77.612926,4741.0
33.336746,77.613644,4741.0
33.336746,77.614363,4741.0
33.336746,77.615081,4734.0
33.336746,77.6158,4734.0
33.336746,77.616519,4734.0
33.336746,77.617237,4716.0
33.336746,77.617956,4716.0
33.336746,77.618675,4716.0
33.336746,77.619393,4702.0
33.336746,77.620112,4702.0
33.336746,77.620831,4702.0
33.336746,77.621549,4696.0
33.336746,77.622268,4696.0
33.337464,77.565495,5567.0
33.337464,77.566213,5567.0
33.337464,77.566932,5497.0
33.337464,77.567651,5497.0
33.337464,77.568369,5497.0
33.337464,77.569088,5338.0
33.337464,77.569807,5338.0
33.337464,77.570525,5338.0
33.337464,77.571244,5236.0
33.337464,77.571963,5236.0
33.337464,77.572681,5236.0
33.337464,77.5734,5293.0
33.337464,77.574119,5293.0
33.337464,77.574837,5293.0
33.337464,77.575556,5409.0
33.337464,77.576274,5409.0
33.337464,77.576993,5409.0
33.337464,77.577712,5546.0
33.337464,77.57843,5546.0
33.337464,77.579149,5546.0
33.337464,77.579868,5573.0
33.337464,77.580586,5573.0
33.337464,77.581305,5527.0
33.337464,77.582024,5527.0
33.337464,77.582742,5527.0
33.337464,77.583461,5538.0
33.337464,77.58418,5538.0
33.337464,77.584898,5538.0
33.337464,77.585617,5565.0
33.337464,77.586336,5565.0
33.337464,77.587054,5565.0
33.337464,77.587773,5461.0
33.337464,77.588491,5461.0
33.337464,77.58921,5461.0
33.337464,77.589929,5280.0
33.337464,77.590647,5280.0
33.337464,77.591366,5280.0
33.337464,77.592085,5051.0
33.337464,77.592803,5051.0
33.337464,77.593522,5051.0
33.337464,77.594241,4938.0
33.337464,77.594959,4938.0
33.337464,77.595678,4938.0
33.337464,77.596397,4931.0
33.337464,77.597115,4931.0
33.337464,77.597834,4931.0
33.337464,77.598553,4977.0
33.337464,77.599271,4977.0
33.337464,77.59999,4977.0
33.337464,77.600709,5147.0
33.337464,77.601427,5147.0
33.337464,77.602146,5160.0
33.337464,77.602864,5160.0
33.337464,77.603583,5160.0
33.337464,77.604302,5044.0
33.337464,77.60502,5044.0
33.337464,77.605739,5044.0
33.337464,77.606458,4954.0
33.337464,77.607176,4954.0
33.337464,77.607895,4954.0
33.337464,77.608614,4866.0
33.337464,77.609332,4866.0
33.337464,77.610051,4866.0
33.337464,77.61077,4797.0
33.337464,77.611488,4797.0
33.337464,77.612207,4797.0
33.337464,77.612926,4741.0
33.337464,77.613644,4741.0
33.337464,77.614363,4741.0
33.337464,77.615081,4734.0
33.337464,77.6158,4734.0
33.337464,77.616519,4734.0
33.337464,77.617237,4716.0
33.337464,77.617956,4716.0
33.337464,77.618675,4716.0
33.337464,77.619393,4702.0
33.337464,77.620112,4702.0
33.337464,77.620831,4702.0
33.337464,77.621549,4696.0
33.337464,77.622268,4696.0
33.337464,77.622987,4673.0
33.337464,77.623705,4673.0
33.338183,77.564776,5420.0
33.338183,77.565495,5420.0
33.338183,77.566213,5420.0
33.338183,77.566932,5341.0
33.338183,77.567651,5341.0
33.338183,77.568369,5341.0
33.338183,77.569088,5252.0
33.338183,77.569807,5252.0
33.338183,77.570525,5252.0
33.338183,77.571244,5201.0
33.338183,77.571963,5201.0
33.338183,77.572681,5201.0
33.338183,77.5734,5245.0
33.338183,77.574119,5245.0
33.338183,77.574837,5245.0
33.338183,77.575556,5354.0
33.338183,77.576274,5354.0
33.338183,77.576993,5354.0
33.338183,77.577712,5532.0
33.338183,77.57843,5532.0
33.338183,77.579149,5532.0
33.338183,77.579868,5505.0
33.338183,77.580586,5505.0
33.338183,77.581305,5402.0
33.338183,77.582024,5402.0
33.338183,77.582742,5402.0
33.338183,77.583461,5345.0
33.338183,77.58418,5345.0
33.338183,77.584898,5345.0
33.338183,77.585617,5310.0
33.338183,77.586336,5310.0
33.338183,77.587054,5310.0
33.338183,77.587773,5299.0
33.338183,77.588491,5299.0
33.338183,77.58921,5299.0
33.338183,77.589929,5330.0
33.338183,77.590647,5330.0
33.338183,77.591366,5330.0
33.338183,77.592085,5287.0
33.338183,77.592803,5287.0
33.338183,77.593522,5287.0
33.338183,77.594241,5031.0
33.338183,77.594959,5031.0
33.338183,77.595678,5031.0
33.338183,77.596397,4885.0
33.338183,77.597115,4885.0
33.338183,77.597834,4885.0
33.338183,77.598553,4888.0
33.338183,77.599271,4888.0
33.338183,77.59999,4888.0
33.338183,77.600709,5045.0
33.338183,77.601427,5045.0
33.338183,77.602146,5078.0
33.338183,77.602864,5078.0
33.338183,77.603583,5078.0
33.338183,77.604302,4969.0
33.338183,77.60502,4969.0
33.338183,77.605739,4969.0
